sentence	error label	split	label
Då kan man hålla kontakt med sin familj , kärlek  och sina vänner på många olika sätt genom att vara medlem på alla sociala medieappar .	L-Der	train	0
Motargument : Det finns också nackdelar med det och de kan vara att svenska språket kan tappa makten här i Sverige för att det finns olika grupper som  inte kan svenska .	L-Der	train	0
␤ Första gången jag kom till Sverige var 2014 på sommaren .	L-W	train	0
Genom att gifta sig vinner den unga pojken sin familjs respekt och acceptans , men han förlorar sig själv istället , och medan hans fru väntar i ett främmande land på att få uppehållstillstånd hittar han en ny tjej som han direkt förälskar sig i och planerar sin framtid med henne .	L-W	train	0
Nuförtiden använder nästan alla i världen sociala medier för att kunna kommunicera med familj och vänner eller ha koll på nyheterna för att veta vad som händer i landet … sociala medier hjälper till att skicka ett starkt budskap till världen om vad som är rätt eller fel .	L-W	train	0
Så om man till exempel går till en jobbintervju borde man tänka om hur man klär sig .	L-W	train	1
I det andra litterära så kan man lära sig att syskonkärlek övervinner allting , och det ser man tydligt genom hur mycket den äldre brodern tar hand om sin yngre broder trots att han mår dåligt , och tillslut blir allt bra .	O-Comp	train	1
I texten " En modern folktro " ( Forskning och framsteg , 1998 ) skriver författaren Olav Hammer om de cirklar som finns i England och människors andliga upplevelser med dem .	L-Der	train	0
Nandorf ( 2016 ) skriver i sin artikel att några av företagens vd:ar påstår att ” [ … ] du kan klara dig genom skolan med en dålig attityd , bara du skriver bra på proven .	L-Der	train	0
Nästa vecka ska jag till ” Bergsskidåkning ” , där man kan åka skidor , så kom gärna och följ med , det var länge sen , vi ska prata mer när vi träffas .	L-Der	train	0
Men vi behöver respektera vilka kläder som passar bäst för varje evenemang .	L-W	train	0
Även om det inte generellt finns något som kan få en att klä på sig något speciellt är det bättre att göra ett lämpligt val för den specifika platsen .	L-W	train	0
Jag tycker att det är viktigt att man har respekt för varandra och lyssnar på varandra och har förtroende för och är överens med varandra .	L-W	train	0
Pengar är inte ett bra förslag som present eftersom pengarna kommer att hjälpa dem en kort period och försvinna , men om vi köper en sak , t.ex. en möbel , en vas eller en kökssak , kommer den att vara kvar hos dem länge och de kommer alltid att komma ihåg oss .	L-W	train	1
Dessutom flyttade dessa medel för visualisering och ljud omedelbart över till en användning genom tekniska sätt för att möjliggöra kommunikationsavstånd och mer kreativa sätt , och det ledde till direkt video- och ljudkontakt mellan flera personer i olika delar av världen .	L-W	train	1
Flera sociala media företag utnyttjar oss utifrån våra behov och vi kan inte upptäcka eller känna att vi har blivit lurade .	L-Der	train	1
Å andra sidan skriver han om ungdomar som har en motsatt åsikt om nynorskan som enligt dem är ett tvångsspråk som de måste läsa och hålla levande oavsett om det finns ingen vilja att behålla nynorskan .	L-W	train	1
Det är en ganska lugn och fin ort och den ser jättefin ut på våren och under sommartiden .	O-Comp	train	0
Men det känns ändå lite konstigt att bara tänka om pengar .	L-W	train	1
Med de här konstaterandena kan vi fortsätta med den andra frågan .	L-W	train	0
Kläderna är för de sist nämda tecken på rikedom eller en fråga om klass eller social tillhörhet .	O-Comp	train	1
Först och främst känner vi alla till bilar avgaser och hur negativa de är för oss och vår planet .	O-Comp	train	1
Som ett resultat kommer ett fåtal elever att välja svensk undervisning och svenskans ställning kommer försvagas i det finska samhället .	O-Comp	train	1
Men det starkaste argumentet för att bibehålla den åldersgräns som finns idag är att vuxna har gått igenom en biologisk och psykologisk utveckling som är omfattande i fråga om utforming av identiteten , och i allmänhet har mer kunskap än yngre .	L-Der	train	1
Björkqvist beskriver i artikeln ” Ny syn på tid och rum ” ( Språkporten 2012 ) hur kommunikationen har utvecklats .	L-Der	train	0
Bostäder i D-hemland är ett lite hett topik att diskutera .	L-FL	train	1
När jag flyttade till Sverige kände jag mig jätteledsen första tiden eftersom jag lämnade min familj i mitt land .	O-Comp	train	0
I litteraturens olika sätt att beröra allmänmänskliga teman kan vi hämta livsläxor och kunskaper som låter oss förstå vår värld och oss själva bättre .	L-W	train	0
Jag har tänkt på ditt förslag , det är inte bra att bort ta pengar , eftersom jag tror att pengar är jätteviktigt för dem två .	L-W	train	1
De tycker att det partiet har fel , och Sverige måste vara snällt och hjälpa dem helt utan att ställa fler frågor och villkor .	L-W	train	0
Men när jag kom in i mitt rum började de gnälla igen och när gick jag dit blev de tysta .	L-W	train	0
Skillnaden är att i Stjärnlösa nätter så är det en man , alltså pappan , som offrar sin sons liv med kanske lite våld och tryck , vilket enligt forskning händer sällan , att pappan är drivande i ett sådant brott , alltså ett brott relaterat till familjens heder .	L-Der	train	1
Detta leder till att hans kärlek till sin bror uteblir .	L-Der	train	0
Du kan få på restaurang eller kafé med kompisar från skolan arbetskamrater eller och träffas och prata med varandra .	L-W	train	1
Det tog mer än six månader för mig att prata om mina känslor med Sara .	L-FL	train	1
Jag vill lämna ett förslag till Sveriges regering att ta ansvar och bestämma att barn 13 som är under år inte ska klä på sig slöja i skolan .	L-W	train	1
Om en elev inte fokuserar i klassen kan det bli samma sak i den individuella lektionen också för att hen kan inte förändra sin personlighet .	L-W	train	1
Konflikten mellan Jonatan och Tengil blir löst när alla fightas med Tengils soldater och Jonatan rider snabbt med sin häst mot Tengil och tar luren från Tengils hand .	L-Der	train	0
Jag tror att de kan få mera självförtroende för att prata genom den metoden .	L-W	train	0
Men Merida gillar inte att bara göra prinsess saker , utan hon gillar att jaga och skjuta pilbåge och göra saker som är roligt .	O-Comp	train	1
Det var också bra att boken var en så bra läsa-lätt-roman .	O-Comp	train	0
Jag tänker det verkar bättre som present till henne eftersom hon gillar den mycket .	L-W	train	1
Temat familjekärlek syns i Stjärnlösa nätter i början av boken för att killen blev tvungen , på grund av sin pappas traditioner , att  gifta sig jätteung , för att de tycker att det är bra , men han tyckte inte det .	O-Comp	train	0
Tyvärr kommer jag inte att komma på kursen eftersom jag ramlade i trapporna och bröt mitt vänstra ben , så läkaren skrev ett rekomendation som jag också skickar till er .	L-W	train	1
När ens åsikter inte stämmer överens med omgivningens eller samhällets är det bättre att ha något mittemellan eller åtminstone något som följer reglerna .	O-Comp	train	0
Människor som kommer ifrån B-stad är stolta , det är inte en stor stad .	L-W	train	0
Var och en måste hitta sin egen källa till lycka , för att de psykologiska reaktionerna som gör att man känner sig lycklig är väldigt personliga .	L-W	train	0
Dessutom anser många människor i dagens samhälle att den förändrats familjen spelar en stor roll för barns uppfostran och att det påverkar samhället på positiva och negativa sätt , alltså det beror på vilken familj och uppfostran man har .	L-Der	train	1
Därför kan de inte gå på Sfi och i skolan , men de måste lära sig svenska .	L-W	train	1
Texten handlar om en hård uppfostringsmetod och jämfört med den andra texten , Samuel August från Sevedstorp och Hanna i Hult av Astrid Lindgren .	L-Der	train	1
Och det handlar inte om mode , men om respekt för andra och för sig själv .	L-W	train	1
Dessutom anser många människor i dagens samhälle att den förändrade familjen spelar en stor roll på barns uppfostran och att det påverkar samhället på positiva och negativa sätt , alltså det beror på vilken familj och uppfostran man har .	L-W	train	1
Jag tror att det skulle kunna bli bättre om vi ger henne en present som hon kan titta på eller använda då och då , som en matta eller en teve .	L-W	train	0
Men vi behöver respektera vilka kläder som passar bäst för varje evenemang .	L-W	train	0
Hur går det för dig ?	L-W	train	0
Pappan fick reda på att mamman var en björn nu , och efter det gick de till skogen innan solen skulle börja skina , och där förändrades mamman tillbaka till en människa .	L-W	train	1
Just nu bor jag med min man och min bonus son varannan vecka .	O-Comp	train	1
Jag vill inte sticka ut för mycket , men å andra sidan tycker jag att min klädsstil är ett uttryck för min personlighet och mina ideal .	L-W	train	0
Den här balansen bör man ha i 3 faktorer : den första är hälsa , den andra är kärlek och den tredje är ett jobb eller någon aktivitet .	L-W	train	1
Jag tycker om den orten eftersom jag växte upp där , och jag har studerat där också .	O-Comp	train	0
Det är okej om ledarna förbjuder coca cola eftersom det leder till några sjukdomar som vi inte känner till , och det påverkar människors hälsa mycket på dåligt sätt ett , tror jag .	L-W	train	0
Deras vilja , tro och värdegrunder är dem centrala faktorerna som i slutändan avgör hur proaktiva eller reaktiva problem inom landet ska hanteras .	L-W	train	1
Avslutningsvis skulle jag vilja framhäva att det viktigaste när man röstar är ansvarstagande , kritiskt tänkande och intresse i samhällets framtid .	L-W	train	1
Tillslut vill jag säga , som jag sagt till mina kompisar : Kärlek kan vara både bra och dålig .	O-Comp	train	1
Jonatan ska frigöra Orvar som är i Tengils fängelse , men Tengil vill inte .	L-W	train	1
Att ha så många olika typer av familjer är en rikedom , och förhoppningsvis kommer vi att ha förståelse för och välkomna in i samhället alla nya typer av familjemodeller som kommer i framtiden .	L-Der	train	0
En gång per år ordnar de också en festival .	L-W	train	0
För det första tycker jag att du måste vara rätt klädd , och det är jätteviktigt att respektera din chef genom att komma i tid .	L-W	train	1
Jag vill påpeka några av de historiska förändringar i Sveriges samhälle som vi har läst om under rubriken ” Ny syn på tid och rum ” av Anita Björkqvist i Språkporten 2012 .	L-W	train	1
Vad gäller konsekvenser kan detta vara saker som är positiva för många och negativa för andra .	L-W	train	0
